respondent_id,age_group,gender,city_tier,occupation,monthly_income_band,monthly_income_inr,wardrobe_size_band,wardrobe_size_count,wardrobe_utilisation_pct,shopping_channels,purchase_frequency,monthly_clothing_spend_inr,annual_festive_spend_inr,festive_spend_band,style_types,ethnic_categories,saree_types,colour_palette,accessories,pain_occasions,daily_decision_minutes,purchase_drivers,weather_importance_score,prior_app_usage,privacy_comfort,preferred_features,subscription_willingness,social_media_influence_score,ai_trust_score,discovery_channels,fashion_identity,wardrobe_emotion,repeat_outfit_anxiety,sustainability_stance,return_regret_rate,trust_nano_influencer,trust_celebrity,trust_friend_family,trust_ai_recommendation,trust_brand_stylist,wardrobe_gap_score,impulse_buyer_flag,spend_power_index,engagement_likelihood_score,persona_archetype,outlier_flag,q25_platform_interest,target_interested
R1125,35-44,Man,Metro,Salaried private,75001-150000,112500,20-40,30,70,Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion|Brand website,More than once a month,5533,10000,5001-15000,Boho/eclectic|Minimalist/monochrome,Salwar kameez/churidar,I dont own sarees,Neutrals|Jewel tones,Handbag/tote|Jhumkas/traditional jewellery,Travel/vacation|Date night/parties,2,Sustainability/ethical brand|Comfort and fabric quality,4,Yes tried once or twice,Completely comfortable,Wardrobe gap analysis|Daily outfit suggestions|Weather-based dressing,0 free only,2,2,YouTube fashion vlogs|Friends and family,Clothing is purely functional,Indifferent - just clothes,Advocate outfit repeating,Neutral - consider sometimes,Occasionally 1 in 5,4,3,3,2,4,0.9,0,37.3,32,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1126,18-24,Woman,Tier 1,Salaried private,40001-75000,57500,41-70,55,55,Amazon/Flipkart|In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Rarely,4856,3500,2000-5000,Casual/everyday basics|Indo-western fusion|Western formal,None|Kurta/kurti,I dont own sarees,Monochrome,Jhumkas/traditional jewellery|Watch/smartwatch,Casual outings/weekend|Daily office/college|Date night/parties,27,Price/discount|Comfort and fabric quality,4,No but aware,Comfortable with privacy controls,Wardrobe gap analysis|Daily outfit suggestions|Weather-based dressing,500-999,2,2,Pinterest/mood boards|YouTube fashion vlogs,Clothing is purely functional,Indifferent - just clothes,Advocate outfit repeating,Not a priority - price first,Often 1 in 2,4,1,3,2,3,2.5,1,23.5,22,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1127,35-44,Man,Rural,Salaried govt/PSU,20001-40000,30000,20-40,30,75,Myntra/Ajio/Nykaa Fashion|Instagram/social commerce|Local market,Once every 2-3 months,1799,70000,40001-100000,Boho/eclectic,Saree,Cotton Tant/Chanderi|Georgette/chiffon,Printed/mixed patterns|Neutrals,Watch/smartwatch|Cap/hair accessories|Handbag/tote|Western jewellery/minimalist,Date night/parties|Weddings/festive,34,Friend/family recommendation|Price/discount,3,No not aware,Uncomfortable,Occasion outfit planner|Wardrobe gap analysis|Weather-based dressing,500-999,1,2,Friends and family|Bollywood/OTT celebrities,Dress for the occasion,Excited - love outfits,Not concerned - repeat freely,Neutral - consider sometimes,Occasionally 1 in 5,3,4,4,2,3,0.8,0,23.7,36,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1128,25-34,Man,Metro,Salaried private,40001-75000,57500,20-40,30,75,Myntra/Ajio/Nykaa Fashion,Seasonally,5733,70000,40001-100000,Indo-western fusion,Dhoti/lungi|Kurta/kurti|Saree,Handloom/weave|Silk Banarasi/Kanjeevaram|Printed/block print,Jewel tones|Bright/vibrant|Pastels,Sneakers/casual shoes|Jhumkas/traditional jewellery,Weddings/festive|Casual outings/weekend,19,Trend/social media|Friend/family recommendation,4,Yes regularly,Completely comfortable,Wardrobe gap analysis|Smart shopping,0 free only,4,2,Instagram Reels/posts|YouTube fashion vlogs,Dress for the occasion,Guilty - know I overbuy,Somewhat concerned - mix it up,Important - but dont always follow through,Often 1 in 2,3,3,3,2,3,0.8,1,38.3,43,Aspiring Premium,None,Definitely not interested,Not Interested
R1129,25-34,Woman,Tier 3,Salaried private,40001-75000,57500,71-100,85,40,Amazon/Flipkart|Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,Once a month,3567,27500,15001-40000,Indo-western fusion|Western formal|Boho/eclectic,Saree|Kurta/kurti,,Neutrals|Pastels|Bright/vibrant,Cap/hair accessories|Handbag/tote,Formal meetings/interviews|Date night/parties,10,Trend/social media|Occasion need|Colour/pattern appeal,4,Yes tried once or twice,Comfortable with privacy controls,Weather-based dressing|Wardrobe gap analysis,1-99,3,3,YouTube fashion vlogs,Dress for the occasion,Guilty - know I overbuy,Neutral - depends,Neutral - consider sometimes,Very often - impulse habit,3,3,4,3,3,5.1,1,25.1,43,Urban Trendsetter,None,Unlikely - not for me,Not Interested
R1130,45-54,Woman,Tier 2,Salaried private,,57500,20-40,30,70,Myntra/Ajio/Nykaa Fashion,Seasonally,2603,10000,5001-15000,Traditional ethnic,Salwar kameez/churidar|Saree|Kurta/kurti,Cotton Tant/Chanderi|Georgette/chiffon|Silk Banarasi/Kanjeevaram,Bright/vibrant|Printed/mixed patterns|Neutrals,Handbag/tote|Watch/smartwatch,Date night/parties,11,Occasion need|Price/discount,2,No but aware,Comfortable with privacy controls,Travel packing assistant|Weather-based dressing,100-249,1,2,Friends and family,Dress to signal status,Frustrated - lots but stuck,Not concerned - repeat freely,Neutral - consider sometimes,Almost never - buy intentionally,3,3,5,2,3,0.9,0,19.5,45,Budget Conscious,None,Definitely not interested,Not Interested
R1131,45-54,Prefer not to say,Tier 2,Salaried private,75001-150000,112500,Fewer than 20,12,70,In-store mall/high street|Instagram/social commerce,Once a month,4371,3500,2000-5000,Casual/everyday basics|Indo-western fusion|Western formal,Kurta/kurti|Salwar kameez/churidar|Saree,Silk Banarasi/Kanjeevaram|Handloom/weave,Jewel tones|Bright/vibrant,Handbag/tote|Sneakers/casual shoes|Dupatta/stole|Watch/smartwatch,Date night/parties,15,Trend/social media|Brand name|Price/discount,3,Yes tried once or twice,Comfortable with privacy controls,Smart shopping|Weather-based dressing|Occasion outfit planner,250-499,2,3,Bollywood/OTT celebrities,Dress for the occasion,Excited - love outfits,Very concerned - avoid it,Not a priority - price first,Occasionally 1 in 5,3,5,4,3,3,0.4,0,33.4,62,Urban Trendsetter,None,Likely to try it out,Interested
R1132,18-24,Man,Metro,Self-employed/business,40001-75000,57500,More than 100,120,40,In-store mall/high street,Once a month,2554,10000,5001-15000,Western formal|Maximalist/statement|Traditional ethnic,Kurta/kurti,I dont own sarees,Pastels|Jewel tones|Bright/vibrant,Watch/smartwatch|Sneakers/casual shoes|Dupatta/stole|Cap/hair accessories,Weddings/festive,0,Occasion need|Price/discount|Trend/social media,3,No but aware,Will not share,Weather-based dressing|Occasion outfit planner,250-499,3,3,In-store browsing,Clothing is self-expression,Confident - wardrobe works,Somewhat concerned - mix it up,Neutral - consider sometimes,Occasionally 1 in 5,3,4,3,3,3,7.2,0,19.4,37,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1133,55+,Man,Tier 2,Salaried govt/PSU,20001-40000,30000,More than 100,120,45,Myntra/Ajio/Nykaa Fashion|In-store mall/high street,Once a month,1765,70000,40001-100000,Indo-western fusion|Casual/everyday basics,Lehenga|Salwar kameez/churidar|Saree,Silk Banarasi/Kanjeevaram|Designer/embroidered|Georgette/chiffon,Monochrome,Western jewellery/minimalist|Cap/hair accessories,Date night/parties|Weddings/festive,0,Brand name|Price/discount|Comfort and fabric quality,1,No but aware,Neutral/unsure,Style DNA report|Weather-based dressing,1-99,1,3,Bollywood/OTT celebrities|Instagram Reels/posts,Clothing is purely functional,Overwhelmed - too many choices,Somewhat concerned - mix it up,,Occasionally 1 in 5,2,3,3,3,3,6.6,0,23.6,61,Ethnic Traditionalist,None,Likely to try it out,Interested
R1134,25-34,Woman,Tier 1,Salaried private,40001-75000,57500,Fewer than 20,12,80,Local market|Instagram/social commerce|Amazon/Flipkart,Seasonally,2713,27500,15001-40000,Streetwear/athleisure|Traditional ethnic,Kurta/kurti|Saree|Salwar kameez/churidar,Printed/block print|Designer/embroidered,Printed/mixed patterns|Jewel tones|Earth tones,Heels/formal footwear|Jhumkas/traditional jewellery|Watch/smartwatch|Sneakers/casual shoes,Date night/parties|Casual outings/weekend,30,Occasion need|Comfort and fabric quality|Price/discount,4,Yes regularly,Neutral/unsure,Weather-based dressing|Style DNA report,0 free only,2,2,Friends and family,I follow trends,Overwhelmed - too many choices,Neutral - depends,Never thought about this,Often 1 in 2,2,,4,2,2,0.2,1,23.1,60,Ethnic Traditionalist,None,"Might use, depends on features",Interested
R1135,35-44,Woman,Tier 2,Salaried private,20001-40000,30000,More than 100,172,5,Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,Once a month,1078,70000,40001-100000,Traditional ethnic,Lehenga,I dont own sarees,Neutrals|Bright/vibrant|Earth tones,Handbag/tote|Heels/formal footwear,Daily office/college|Weddings/festive|Casual outings/weekend,59,Trend/social media|Comfort and fabric quality,3,No but aware,Comfortable with privacy controls,Wardrobe gap analysis|Occasion outfit planner|Smart shopping,0 free only,3,3,Bollywood/OTT celebrities,Dress for the occasion,Excited - love outfits,Somewhat concerned - mix it up,Not a priority - price first,Occasionally 1 in 5,,3,3,3,3,10,0,22.0,48,Ethnic Traditionalist,Ghost Wardrobe,Unlikely - not for me,Not Interested
R1136,25-34,Man,Metro,Salaried govt/PSU,75001-150000,112500,41-70,55,50,Myntra/Ajio/Nykaa Fashion,Once a month,5446,10000,5001-15000,Boho/eclectic,Salwar kameez/churidar,I dont own sarees,Jewel tones,Dupatta/stole|Heels/formal footwear,Casual outings/weekend|Weddings/festive,27,Price/discount|Trend/social media|Sustainability/ethical brand,5,No not aware,Uncomfortable,Occasion outfit planner|Daily outfit suggestions,250-499,3,3,App recommendations,Dress for the occasion,Frustrated - lots but stuck,Neutral - depends,Very important - actively buy sustainable,Sometimes 1 in 3,3,2,3,3,4,2.8,0,37.1,55,Ethnic Traditionalist,None,"Might use, depends on features",Interested
R1137,25-34,Man,Metro,Freelancer/gig worker,Above 150000,200000,Fewer than 20,12,85,Subscription box|Amazon/Flipkart|Instagram/social commerce,Once a month,11820,70000,40001-100000,Streetwear/athleisure|Western formal,Kurta/kurti|Sherwani/bandgala|Lehenga,,Pastels,Sneakers/casual shoes|Watch/smartwatch,Daily office/college|Date night/parties,9,Friend/family recommendation|Brand name,4,Yes tried once or twice,Comfortable with privacy controls,Weather-based dressing|Daily outfit suggestions|Smart shopping,250-499,4,4,Pinterest/mood boards|Instagram Reels/posts,I follow trends,Excited - love outfits,Very concerned - avoid it,Not a priority - price first,Sometimes 1 in 3,4,3,3,4,3,0.2,0,81.0,74,Urban Trendsetter,None,"Might use, depends on features",Interested
R1138,25-34,Man,Metro,Freelancer/gig worker,20001-40000,30000,41-70,55,55,In-store mall/high street|Amazon/Flipkart,Seasonally,1657,3500,2000-5000,Traditional ethnic|Indo-western fusion|Casual/everyday basics,Kurta/kurti|Lehenga|Salwar kameez/churidar,I dont own sarees,Earth tones|Neutrals,Cap/hair accessories|Handbag/tote|Heels/formal footwear,Daily office/college|Casual outings/weekend|Weddings/festive,11,Occasion need|Price/discount|Comfort and fabric quality,3,No not aware,Comfortable with privacy controls,Weather-based dressing|Smart shopping,0 free only,4,2,Instagram Reels/posts|Friends and family,Dress for the occasion,Overwhelmed - too many choices,Neutral - depends,Very important - actively buy sustainable,Often 1 in 2,3,2,4,2,3,2.5,1,10.5,41,Budget Conscious,None,"Might use, depends on features",Interested
R1139,25-34,Woman,Tier 3,Salaried govt/PSU,Below 20000,12000,20-40,30,55,Local market|In-store mall/high street|Myntra/Ajio/Nykaa Fashion,Seasonally,660,3500,2000-5000,Casual/everyday basics|Streetwear/athleisure|Indo-western fusion,Kurta/kurti,I dont own sarees,Monochrome|Bright/vibrant,Kolhapuris/juttis|Watch/smartwatch|Cap/hair accessories,Date night/parties,0,Friend/family recommendation|Price/discount|Comfort and fabric quality,2,No but aware,Completely comfortable,Wardrobe gap analysis|Smart shopping|Daily outfit suggestions,1-99,3,1,Bollywood/OTT celebrities|YouTube fashion vlogs,Clothing is self-expression,Overwhelmed - too many choices,Neutral - depends,Important - but dont always follow through,Sometimes 1 in 3,3,1,4,1,2,1.3,0,4.6,36,Budget Conscious,None,Unlikely - not for me,Not Interested
R1140,45-54,Woman,Tier 2,Salaried private,Above 150000,200000,71-100,85,40,Local market|Myntra/Ajio/Nykaa Fashion|Instagram/social commerce,Once every 2-3 months,10445,70000,40001-100000,Indo-western fusion,Salwar kameez/churidar|Lehenga,I dont own sarees,Pastels|Earth tones|Monochrome,Kolhapuris/juttis|Jhumkas/traditional jewellery,Weddings/festive|Date night/parties|Daily office/college,33,Occasion need|Friend/family recommendation|Brand name,2,No not aware,Neutral/unsure,Weather-based dressing|Occasion outfit planner,0 free only,2,1,Instagram Reels/posts,Dress for the occasion,Guilty - know I overbuy,Very concerned - avoid it,Important - but dont always follow through,Occasionally 1 in 5,5,3,4,1,3,5.1,0,77.8,29,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R1141,25-34,Woman,Tier 1,Salaried private,75001-150000,112500,20-40,30,70,Brand website|Myntra/Ajio/Nykaa Fashion|Amazon/Flipkart,More than once a month,5287,130000,Above 100000,Western formal,Lehenga|Kurta/kurti|Saree,Designer/embroidered|Silk Banarasi/Kanjeevaram|Cotton Tant/Chanderi,Bright/vibrant,Watch/smartwatch|Handbag/tote|Kolhapuris/juttis,Casual outings/weekend|Formal meetings/interviews|Daily office/college,12,Brand name|Occasion need|Trend/social media,2,Yes regularly,Completely comfortable,Wardrobe gap analysis|Weather-based dressing,500-999,4,3,Instagram Reels/posts,Clothing is self-expression,Frustrated - lots but stuck,Very concerned - avoid it,Not a priority - price first,Sometimes 1 in 3,3,2,5,3,3,0.9,0,59.8,77,Aspiring Premium,None,Likely to try it out,Interested
R1142,25-34,Woman,Metro,Homemaker,75001-150000,112500,20-40,30,65,Instagram/social commerce,More than once a month,8760,10000,5001-15000,Casual/everyday basics|Indo-western fusion|Western formal,Kurta/kurti|Lehenga|Salwar kameez/churidar,I dont own sarees,Earth tones,Kolhapuris/juttis|Jhumkas/traditional jewellery|Dupatta/stole|Sneakers/casual shoes,Daily office/college,27,Brand name|Occasion need,3,Yes tried once or twice,Will not share,Wardrobe gap analysis|Daily outfit suggestions,,4,3,Pinterest/mood boards|Instagram Reels/posts,I follow trends,Frustrated - lots but stuck,Very concerned - avoid it,Important - but dont always follow through,Sometimes 1 in 3,3,3,3,3,4,1.1,0,44.9,69,Urban Trendsetter,None,Likely to try it out,Interested
R1143,18-24,Woman,Metro,Student,Below 20000,12000,20-40,30,75,Myntra/Ajio/Nykaa Fashion,Once a month,570,10000,5001-15000,Traditional ethnic|Streetwear/athleisure,Kurta/kurti,I dont own sarees,Bright/vibrant|Earth tones|Pastels,Heels/formal footwear|Watch/smartwatch,Daily office/college|Weddings/festive|Casual outings/weekend,1,Comfort and fabric quality|Trend/social media,4,No but aware,Uncomfortable,Daily outfit suggestions|Smart shopping,0 free only,3,3,In-store browsing|Bollywood/OTT celebrities,Clothing is self-expression,Confident - wardrobe works,Neutral - depends,Important - but dont always follow through,Occasionally 1 in 5,3,,3,3,2,0.8,0,5.7,24,Budget Conscious,None,Unlikely - not for me,Not Interested
R1144,18-24,Woman,Tier 1,Freelancer/gig worker,75001-150000,112500,71-100,85,45,Instagram/social commerce|In-store mall/high street|Local market,Once a month,4304,27500,15001-40000,Traditional ethnic|Streetwear/athleisure,Anarkali/palazzo|Salwar kameez/churidar|Kurta/kurti,I dont own sarees,Neutrals|Earth tones,Dupatta/stole|Western jewellery/minimalist,Formal meetings/interviews|Weddings/festive,43,Price/discount|Trend/social media,3,Yes tried once or twice,Neutral/unsure,Occasion outfit planner|Wardrobe gap analysis|Style DNA report,1-99,3,2,YouTube fashion vlogs,I follow trends,Excited - love outfits,Somewhat concerned - mix it up,Not a priority - price first,Sometimes 1 in 3,,2,4,2,5,4.7,0,37.8,46,Aspiring Premium,None,Definitely not interested,Not Interested
R1145,45-54,Man,Tier 1,Self-employed/business,,57500,More than 100,120,55,Amazon/Flipkart,Once a month,3656,70000,40001-100000,Minimalist/monochrome,Sherwani/bandgala,I dont own sarees,Earth tones,Jhumkas/traditional jewellery|Cap/hair accessories,Casual outings/weekend,38,Brand name|Comfort and fabric quality|Trend/social media,3,No but aware,Neutral/unsure,Smart shopping|Occasion outfit planner|Daily outfit suggestions,0 free only,4,3,Friends and family|Bollywood/OTT celebrities,Clothing is purely functional,Excited - love outfits,Neutral - depends,Very important - actively buy sustainable,Occasionally 1 in 5,3,3,4,3,3,5.4,0,33.5,47,Functional Minimalist,None,Definitely will use - I need this,Interested
R1146,25-34,Woman,Tier 2,Salaried private,,200000,20-40,30,65,Amazon/Flipkart|In-store mall/high street|Subscription box,Seasonally,10556,70000,40001-100000,Casual/everyday basics|Minimalist/monochrome,Dhoti/lungi,I dont own sarees,Earth tones,Cap/hair accessories|Handbag/tote,Formal meetings/interviews|Date night/parties|Weddings/festive,5,Colour/pattern appeal|Friend/family recommendation,5,No not aware,Will not share,Weather-based dressing|Wardrobe gap analysis,,4,4,YouTube fashion vlogs|Friends and family,Dress for the occasion,Overwhelmed - too many choices,Neutral - depends,Important - but dont always follow through,Occasionally 1 in 5,2,3,3,4,2,1.1,0,78.1,71,Functional Minimalist,None,Unlikely - not for me,Not Interested
R1147,25-34,Man,Tier 1,Freelancer/gig worker,20001-40000,30000,20-40,30,65,Local market|Brand website,Once every 2-3 months,2427,10000,5001-15000,Streetwear/athleisure|Casual/everyday basics,Salwar kameez/churidar,I dont own sarees,Printed/mixed patterns|Bright/vibrant,Jhumkas/traditional jewellery|Sneakers/casual shoes|Heels/formal footwear|Western jewellery/minimalist,Weddings/festive|Daily office/college,23,Price/discount|Brand name,3,Yes tried once or twice,Will not share,Style DNA report|Weather-based dressing|Daily outfit suggestions,0 free only,3,3,Friends and family,I follow trends,Confident - wardrobe works,Somewhat concerned - mix it up,Very important - actively buy sustainable,Almost never - buy intentionally,3,2,4,3,4,1.1,0,13.6,40,Budget Conscious,None,Definitely not interested,Not Interested
